Name,Team,Level,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,PlayerId
"Marcos Molina","NYM","A-,A+,AA,AAA,R","20-24",11,31,4.621369422618129,60,57,2,0,0,0,,321.1,1384,345,185,165,37,99,5,10,16,2,249,"sa657917"
"Colin Rodgers","KCR","A,A+","21-24",10,29,5.152452444670495,83,43,1,0,1,2,,312.2,1435,359,217,179,18,150,2,14,49,1,247,"sa657940"
"Ryan McNeil","CHC","A,A+,AA","21-24",5,7,3.5495688925617954,113,1,0,0,27,7,,154.2,688,146,75,61,13,79,2,7,9,1,157,"sa657941"
"Kyle Twomey","CHC","A,A-,AA","21-23",5,9,3.9036148166532234,45,30,0,0,1,0,,166,725,171,87,72,12,63,0,12,19,0,158,"sa657948"
"Kieran Lovegrove","CLE","A,A-,A+,AA,AAA","20-26",17,19,5.305263122389522,177,16,0,0,11,8,,285,1287,258,192,168,25,174,1,24,48,3,274,"sa657950"
"Teddy Stankiewicz","BOS","A+,AA,AAA","21-29",29,47,4.664788732394366,129,120,6,3,0,0,,710,3043,778,403,368,93,200,0,36,29,2,505,"sa657954"
"Mitch Brown","CLE","A+,AA","21-24",15,25,4.855145225192992,133,43,0,0,8,2,,333.2,1490,295,203,180,22,229,2,26,61,1,321,"sa657957"
"Martin Agosta","SFG","A+,AAA","24-25",8,11,3.952702658129836,40,22,0,0,0,0,,148,618,142,69,65,19,41,3,9,8,0,154,"sa657962"
"Zach Quintana","ATL","A,A+","21-22",6,12,3.728033591810205,54,22,1,0,4,2,,159.1,696,181,74,66,7,56,1,8,23,0,104,"sa657970"
"Tyler Pike","SEA","A+,AA","21-28",26,36,4.250590019404856,151,92,2,0,3,5,,565.1,2478,506,309,267,48,323,3,27,54,2,590,"sa657974"
"Corey Black","CHC","AA,AAA,R","23-26",5,11,4.551252946250867,92,10,0,0,14,6,,146.1,639,126,83,74,9,87,0,10,17,1,171,"sa658004"
"Mark Sappington","TBR","AA,AAA","24-25",4,8,4.562327062647054,90,0,0,0,5,8,,120.1,555,113,69,61,5,89,2,4,19,0,119,"sa658007"
"Zach Lovvorn","KCR","A,A+,AA,AAA","21-25",26,55,4.983713726606367,138,96,1,0,2,1,,614,2709,709,382,340,56,212,4,33,51,2,438,"sa658011"
"Stephen Johnson","SFG","AA,AAA,R","24-26",4,5,4.068493250342915,91,4,0,0,2,1,,146,636,121,74,66,13,74,1,13,16,0,146,"sa658027"
"Dailyn Martinez","STL","A,A-,A+,AA","22-24",15,14,4.051947884664995,68,30,0,0,4,2,,231,1003,260,125,104,9,69,1,8,19,8,183,"sa658075"
"Jesus Liranzo","BAL","A,AA,AAA,CPX,R","20-28",11,17,4.171673825078351,202,12,0,0,14,8,,310.2,1335,232,158,144,38,176,1,13,42,3,360,"sa658076"
"Daris Vargas","NYY","A,R","22-24",14,14,2.934782382703444,53,31,1,0,4,1,,214.2,907,184,95,70,9,81,0,23,18,0,171,"sa658083"
"Adrian Almeida","NYM","A,A-,A+,AA,R","20-26",9,13,4.884868350177952,151,0,0,0,6,8,,202.2,974,171,128,110,10,188,1,25,41,2,246,"sa658087"
"Zach Jemiola","COL","A,A-,A+,AA,AAA","21-23",25,22,4.610294268514876,72,69,3,2,0,0,,408,1780,451,233,209,47,129,1,19,18,2,261,"sa658131"
"Zack Bird","ATL","A+,AA","20-21",9,11,6.026785380720199,50,22,0,0,0,0,,149.1,681,144,106,100,10,99,0,4,16,2,137,"sa658136"
"Kevin Grendell","BAL","A,A-,A+,AA,R","21-23",9,7,3.4767122924312197,78,2,0,0,0,4,,121.2,524,91,54,47,11,76,3,3,13,2,153,"sa658164"
"Logan Taylor","NYM","A+,AA,AAA,R","23-26",15,12,4.215065807727703,118,37,0,0,0,3,,305.1,1330,298,164,143,24,136,3,13,31,2,264,"sa658168"
"Alex Muren","MIN","A+,AA","23-25",7,5,2.795640399622083,77,0,0,0,9,3,,122.1,509,112,43,38,6,38,2,1,10,0,104,"sa658181"
"Ryan Kellogg","CHC","A,A-,A+,AA,AAA","21-27",20,28,4.118318013408055,137,68,2,0,4,4,,467.2,2009,512,257,214,41,124,5,18,27,2,316,"sa658192"
"Taylor Hawkins","TBR","A,A-,A+","21-23",3,9,5.192308161114408,39,11,0,0,2,0,,112.2,531,105,76,65,5,91,2,18,15,1,53,"sa658198"
"Jorge Cespedes","NYM","R","20-22",11,5,3,39,23,0,0,2,0,,153,637,147,69,51,10,45,0,5,14,0,116,"sa658209"
"Brian Holmes","HOU","A+,AA,AAA,R","24-26",14,12,5.341121495327103,57,36,0,0,2,1,,214,951,238,143,127,30,84,0,9,6,2,219,"sa658229"
"Jordan Guerrero","CHW","A,A+,AA,AAA","21-25",41,39,4.48144336946536,128,112,2,1,0,1,,646.2,2796,670,344,322,58,244,3,22,24,5,590,"sa658262"
"Luc Rennie","BAL","A,A-,A+,AA","21-27",11,23,5.366871328925682,58,53,3,0,0,0,,271.2,1194,294,175,162,41,88,0,18,18,2,238,"sa658278"
"Andrew Sopko","LAD","A,A+,AA,AAA,R","20-24",30,25,3.8912306320650374,106,95,0,0,0,0,,490.1,2090,492,234,212,53,148,0,17,28,2,434,"sa658286"
"Ronald Pena","WSN","A,A+,AA,AAA,R","23-29",6,8,4.821428646072608,149,0,0,0,10,9,,205.1,917,205,120,110,20,94,4,11,28,1,212,"sa658287"
"Shane Broyles","COL","A+,AA,AAA","23-26",6,10,4.332838136870524,168,2,0,0,24,3,,224.1,965,202,114,108,22,107,5,7,12,2,286,"sa658297"
"Aaron West","HOU","AA,AAA","25-27",9,13,3.375000118870631,121,9,0,0,20,7,,234.2,997,279,104,88,11,40,6,4,12,2,186,"sa658305"
"Michael Peoples","CLE","A+,AA,AAA","23-27",38,29,4.201373181086576,105,99,2,0,0,1,,582.2,2484,627,307,272,48,182,0,18,29,3,387,"sa658314"
"John Kuchno","PIT","AA,AAA","24-26",6,12,4.342268365695202,84,4,0,0,8,7,,161.2,698,168,98,78,18,56,2,11,10,1,84,"sa658331"
"Shane Dawson","TOR","A,A+,AA","21-23",29,19,4.39142091152815,77,66,2,1,0,2,,373,1623,394,202,182,39,152,1,13,13,0,277,"sa658332"
"Chris Perry","STL","A+,AA","24-25",3,8,3.6529413404101807,80,0,0,0,12,4,,113.1,479,76,48,46,3,74,3,6,15,1,118,"sa658337"
"Paul Paez","NYM","A,A+,AA,AAA,R","23-25",8,4,2.97520608688988,68,3,0,0,3,2,,121,477,110,50,40,8,23,4,3,5,0,106,"sa658338"
"David Hill","COL","A,A-,A+,AA","21-27",10,14,4.418182195334882,51,49,0,0,1,0,,238.1,1014,255,126,117,33,60,0,11,10,0,229,"sa658377"
"Hunter Adkins","MIA","A+,AA,AAA","24-26",6,10,4.8068185464656334,61,22,0,0,3,1,,176,759,174,101,94,23,76,2,11,12,1,133,"sa658401"
"Geral Silva","MIA","A-,R","20-22",3,3,3.1909087312714535,29,7,0,0,1,1,,73.1,300,69,36,26,2,16,0,6,8,0,62,"sa658471"
"Michael Petersen","MIL","A,A+,AA,CPX,R","21-29",6,10,4.401254168494979,117,18,0,0,7,6,,212.2,948,204,117,104,19,112,3,29,18,3,221,"sa658475"
"Colyn O'Connell","DET","A-,R","22-23",5,4,3.8571426550297865,34,0,0,0,0,5,,60.2,271,65,29,26,1,28,0,2,3,0,66,"sa658482"
"Blake Hickman","CHW","A,A+","23-24",7,9,5.0769235735109355,50,24,0,0,0,0,,156,690,156,96,88,15,77,0,8,9,1,110,"sa658504"
"Kyle Haynes","NYY","A+,AA,AAA","24-26",12,16,4.289719833722074,61,43,1,0,1,1,,249.2,1091,262,140,119,21,102,0,5,21,1,197,"sa658506"
"Brock Dykxhoorn","HOU","A,A+,AA,AAA","20-23",30,18,4.372549164966896,96,76,0,0,1,1,,459,1948,460,246,223,52,136,0,18,28,2,394,"sa658513"
"Nick Pasquale","CLE","A,A+,AA,AAA","24-27",21,23,4.137096753064349,128,39,0,0,2,6,,330.2,1448,323,169,152,18,147,6,22,17,3,283,"sa658514"
"Josh Graham","ATL","A,A+,AA,R","21-27",16,19,4.009198493467247,180,6,0,0,21,12,,253.2,1097,221,136,113,17,107,8,16,40,1,276,"sa658525"
"Kevin McCanna","HOU","A,A-,A+,AA,AAA","21-27",23,21,3.1084682743821124,104,39,2,0,3,1,,350.1,1451,302,144,121,23,105,1,9,28,1,351,"sa658530"
"Scott DeCecco","SEA","A+,AA","24-24",5,9,5.125668240076228,31,21,1,0,0,1,,124.2,556,138,78,71,10,57,0,7,8,0,102,"sa658544"
"Jake Drossner","MIL","A,R","21-23",10,9,4.2827586206896555,40,23,0,0,1,0,,145,670,159,102,69,7,77,0,5,19,0,139,"sa658554"
"Geoff Broussard","LAA","A+,AA,AAA","24-26",8,8,4.235293785016043,134,2,0,0,26,7,,170,728,164,87,80,23,56,1,7,19,1,188,"sa658572"
"Chris Nunn","SDP","A+,AA,AAA","24-30",9,6,5.4368604221839005,139,4,0,0,3,7,,195.1,902,196,132,118,21,126,1,11,23,2,218,"sa658577"
"Jose Mesa Jr.","NYY","A,A-,A+,AA,AAA,R","21-27",14,5,3.8514116485656285,101,12,0,0,5,6,,224.1,968,170,110,96,21,121,1,10,19,1,278,"sa658593"
"Colton Turner","TOR","A,A+,AA,AAA","24-28",19,15,3.70483722908456,188,14,0,0,20,5,,337.2,1426,319,158,139,30,123,7,6,18,3,352,"sa658600"
"Matt Tenuta","KCR","A,A+,AA,AAA,R","21-25",22,27,4.300317178189333,157,52,1,0,5,6,,420.2,1799,441,216,201,44,144,4,16,25,3,349,"sa658605"
"Jimmy Reed","STL","A+,AA,AAA","24-26",6,8,4.272527759092746,29,26,3,1,0,0,,151.2,641,166,76,72,14,27,0,3,7,0,101,"sa658611"
"Tyler DeLoach","LAA","AA,AAA","24-25",9,9,4.321782463871392,76,25,1,0,3,1,,202,863,200,105,97,16,81,1,18,4,7,202,"sa658786"
"Bryan Bonnell","TBR","A,A+,AA,AAA,R","21-27",18,20,3.890944708101513,192,8,0,0,20,13,,342.1,1449,343,174,148,36,97,3,13,23,1,308,"sa658824"
"Matthew Shepherd","SDP","A+","25-25",4,11,5.896551724137931,34,20,0,0,2,1,,116,557,168,106,76,12,46,0,8,12,1,99,"sa658825"
"Jason Forjet","SFG","A+","25-26",17,11,3.798305281211997,42,32,0,0,0,0,,196.2,809,178,92,83,19,38,0,11,12,1,173,"sa658835"
"Jon Harris","TOR","A,A-,A+,AA,AAA,R","21-27",34,32,4.57538662605302,125,93,1,0,2,2,,517.1,2233,559,291,263,58,155,1,18,21,2,407,"sa658929"
"Joe Shaw","NYM","A,A+,AA,AAA,R","21-27",19,24,4.680313573297927,98,57,1,1,5,4,,382.2,1684,417,233,199,35,135,4,26,30,4,358,"sa658941"
"Tyler Ferguson","TEX","A,A-,A+,AA,AAA,R","21-29",14,18,5.184638255375372,174,1,0,0,10,7,,225.2,1051,193,155,130,15,155,3,31,46,2,257,"sa658964"
"Ryan Castellanos","DET","A,A-,A+,R","21-23",16,13,4.016529128222714,41,30,0,0,1,0,,201.2,860,235,109,90,14,34,0,8,10,1,91,"sa658967"
"Jackson McClelland","TOR","A,A-,A+,AA,AAA,CPX","20-28",9,15,3.3800906709462883,178,1,0,0,26,10,,221,940,185,104,83,18,105,5,9,30,0,207,"sa659000"
"Brad Markey","CHC","A,A+,AA,AAA","23-27",25,18,3.629909407392766,147,51,1,0,3,6,,441.1,1842,431,202,178,52,110,2,17,9,3,310,"sa659004"
"Clint Terry","MIL","A+","23-24",2,4,2.3846153846153846,40,7,0,0,2,1,,117,491,113,37,31,5,33,1,4,5,4,82,"sa659044"
"Clate Schmidt","DET","A,A-,A+","22-25",14,6,3.642495791470815,99,6,0,0,7,5,,197.2,847,202,94,80,16,69,1,8,11,1,168,"sa659047"
"Tyler Watson","LAA","A,A-,A+,AAA,R","22-26",8,11,4.4635334046607555,115,1,0,0,2,8,,205.2,926,250,122,102,18,62,0,16,21,1,200,"sa659063"
"Jonathan Dziedzic","KCR","AA,AAA","24-28",29,32,4.0799998684474446,112,89,1,0,2,0,,525,2248,533,271,238,56,190,1,12,23,1,374,"sa659070"
"Matt Withrow","ATL","A+,AA,R","21-27",17,19,3.6381137844589446,100,66,0,0,1,1,,346.1,1481,283,166,140,26,168,0,26,21,2,339,"sa659074"
"Kelvin Magallanes","NYY","R","20-22",0,5,6.989847161642804,24,11,0,0,1,0,,65.2,319,67,63,51,0,53,0,7,18,1,55,"sa659233"
"Chipper Smith","MIA","A+,AA","25-26",5,8,5.026595948669594,32,22,0,0,0,1,,125.1,576,139,84,70,10,52,2,13,3,0,113,"sa659259"
"Nolan Long","LAD","A,A+,AA,CPX,R","21-28",29,15,3.640748099844251,168,29,0,0,14,4,,338.2,1456,266,162,137,24,167,2,20,30,0,399,"sa659265"
"Sean McLaughlin","ATL","A,A+,AA,R","21-28",21,28,4.179715415974014,238,2,0,0,21,20,,374.2,1643,397,210,174,25,131,9,28,30,4,324,"sa659266"
"Grayson Long","LAA","A,A+,AA,R","21-23",13,14,3.238380911460173,55,54,0,0,0,0,,222.1,915,195,94,80,17,78,0,6,15,1,220,"sa659274"
"Justin Dillon","TOR","A,A-,A+,AA,AAA,CPX","23-28",17,14,4.004784643310284,91,41,1,0,3,2,,278.2,1176,258,141,124,29,85,0,22,24,0,227,"sa659283"
"D.J. Brown","CLE","A+,AA,AAA","24-26",22,21,4.39887675801369,86,46,0,0,1,3,,356,1501,380,188,174,37,89,0,12,18,1,276,"sa659293"
"Alberto Tirado","TOR","A,A+,AA,R","20-23",20,9,3.3527083062705,112,23,0,0,4,2,,252.1,1120,195,111,94,15,176,1,28,36,1,277,"sa659315"
"Keaton Steele","MIN","A,A+,AA","23-25",17,21,3.812135288018007,59,45,1,0,1,0,,285.2,1202,299,136,121,14,77,2,7,14,0,178,"sa659420"
"Thomas Lee","STL","AA,AAA,R","25-27",14,11,4.228385132865854,51,28,1,0,0,0,,204.1,875,232,105,96,18,51,4,4,1,0,123,"sa659442"
"Zach Petrick","STL","AAA","25-25",7,7,4.519067504425856,28,28,0,0,0,0,,157.1,673,181,88,79,14,29,2,6,3,0,113,"sa659444"
"Yankory Pimentel","BOS","A-,A+,AA,R","21-24",17,9,3.7102649240952608,98,4,0,0,13,6,,201.1,889,211,107,83,20,89,1,4,24,3,184,"sa659446"
"Kurt Spomer","LAA","AA,AAA,R","25-28",16,9,3.6837211589906214,164,2,0,0,3,7,,215,921,219,106,88,15,73,8,10,3,2,145,"sa659458"
"Sam Gibbons","MIN","A","21-22",14,10,3.876689289110784,45,30,1,1,0,1,,197.1,857,199,104,85,12,70,0,13,14,1,137,"sa659495"
"Israel Cuevas","CIN","R","21-22",4,7,3.857142857142857,28,0,0,0,6,5,,63,284,53,34,27,3,40,0,11,17,1,54,"sa659513"
"Mark Peterson","KCR","AA,AAA","24-26",11,9,3.709565598849532,114,1,0,0,17,5,,191.2,823,196,85,79,21,80,8,4,20,1,140,"sa659558"
"Jose Ramirez","MIN","R","22-22",1,3,5.108107686791688,18,9,0,0,0,0,,61.2,284,75,53,35,3,29,0,1,8,0,45,"sa659597"
"Shao-Ching Chiang","CLE","A,A-,A+,AA,AAA","21-25",38,40,4.280844261883928,112,109,4,1,0,0,,616,2623,631,331,293,64,147,4,45,37,6,432,"sa659598"
"Torey Deshazier","KCR","A,A+","21-22",5,7,5.790697754686624,44,9,0,0,2,2,,129,605,137,86,83,12,89,0,7,36,1,108,"sa659618"
"Francisco Jimenez","BAL","A,A-,A+,AA,AAA","20-24",30,21,4.083471277945935,130,35,1,0,1,3,,403.1,1717,399,211,183,40,132,4,25,36,7,315,"sa659658"
"Luis De Paula","LAD","A,A+","23-25",5,7,4.616580128384916,64,9,0,0,3,4,,128.2,565,114,79,66,9,74,0,5,25,4,115,"sa659700"
"Greyfer Eregua","CHC","A,A-,A+,R","21-24",3,10,3.655234556363803,75,11,0,0,8,3,,184.2,759,162,85,75,14,46,1,10,11,2,178,"sa659746"
"Victor Diaz","MIL","A,A+,R","21-24",9,18,4.747651103950882,64,43,2,0,1,0,,248.1,1102,277,149,131,25,100,0,19,22,2,181,"sa659749"
"Ryne Slack","TEX","A+,AA,AAA","22-25",14,10,4.549605902908892,145,1,0,0,9,12,,211.2,941,204,117,107,23,104,4,14,11,1,193,"sa659790"
"Miguel Rosario","PIT","A,A+,AA","22-24",11,8,2.417229651849668,116,2,1,0,6,10,,197.1,830,157,61,53,6,93,2,16,14,3,187,"sa659903"
"Joshua Torres","MIL","A,A+,AA,AAA,R","21-25",17,14,3.9694325127796946,125,13,0,0,11,6,,229,995,233,124,101,22,76,3,7,20,1,238,"sa659907"
"Luis Cedeno","NYY","A,A-,A+,AA","20-24",28,22,3.1817181673573365,95,42,0,0,4,5,,302.2,1284,273,139,107,18,119,0,22,30,2,260,"sa659945"
"Luis Pino","SFG","A,A-,AA,R","20-22",9,5,3.849609346318175,62,12,0,0,0,2,,170.2,742,156,91,73,11,71,1,6,22,2,128,"sa683316"
"Elniery Garcia","PHI","A,A+,AA,AAA,R","20-23",23,22,3.419095601916321,72,57,1,0,0,1,,331.2,1426,327,158,126,23,122,0,14,16,10,216,"sa684104"
"Nicolas Debora","NYM","A,A-,A+,R","21-24",15,13,2.9809645851573245,65,34,0,0,2,1,,262.2,1111,247,111,87,14,74,2,25,20,0,248,"sa688946"
"Niklas Stephenson","KCR","A","21-22",5,13,6.317734316628918,49,10,0,0,4,4,,135.1,633,154,115,95,15,73,0,14,23,0,87,"sa691089"
"Jose Pujols","NYY","R","22-24",6,5,4.561643835616438,45,0,0,0,4,3,,73,333,60,50,37,5,59,2,4,16,0,76,"sa691724"
"Mario Sanchez","WSN","A,A+,AA,AAA,R","20-27",36,27,4.045241146932062,166,72,1,0,5,5,,567.1,2347,544,279,255,72,125,2,22,25,7,475,"sa691863"
"Carlos Diaz","NYY","R","20-20",5,2,2.7931033170585766,14,14,0,0,0,0,,67.2,282,66,33,21,3,19,0,4,14,0,69,"sa692505"
"Carlos Polanco","COL","A,A-,A+","21-24",16,22,4.817964395140925,85,45,1,0,0,1,,278.1,1278,285,180,149,20,148,0,31,26,4,235,"sa696311"
"Simon Mercedes","BOS","A+,AA","23-24",10,8,5.425837518640455,75,0,0,0,6,6,,139.1,635,151,101,84,15,71,2,4,16,0,121,"sa701535"
"Willy Ortiz","TBR","A,A+,AA,R","19-23",30,10,3.52290847361617,73,55,1,1,0,1,,334.2,1396,316,150,131,27,107,0,12,28,5,259,"sa701548"
"Sam Lewis","KCR","A,A-,A+,AA,R","24-27",16,14,3.3978351630778216,91,26,0,0,2,2,,246.1,1024,224,108,93,19,64,0,14,13,1,243,"sa701852"
"Jaron Long","NYY","AA,AAA","23-26",28,40,3.768953185376118,102,89,4,0,0,0,,554,2354,626,273,232,50,111,4,20,28,0,367,"sa706969"
"Jeff Thompson","DET","A,A+,AA","23-26",21,21,3.8491736978229416,105,43,1,1,1,4,,322.2,1411,309,165,138,22,164,0,7,23,0,289,"sa707780"
"Pat Young","SFG","A,A+,AA,R","23-25",15,7,3.872298813390393,82,18,1,0,3,2,,169.2,785,179,101,73,6,87,0,19,38,0,148,"sa707781"
"Joe Broussard","LAD","A,A+,AA,AAA,R","24-28",19,13,3.3009405572923725,219,6,0,0,27,9,,319,1328,300,134,117,23,88,4,18,13,0,344,"sa708442"
"James Farris","CHC","A,A+,AA,AAA","23-25",5,16,3.170254284798822,129,0,0,0,33,8,,170.1,711,146,69,60,11,52,4,3,10,0,199,"sa708443"
"Mike Connolly","SFG","A,A-,A+,AA,AAA","23-26",22,26,4.256046976405851,85,60,1,0,0,1,,399.2,1706,440,210,189,33,106,0,15,23,0,294,"sa708470"
"Evan Mitchell","CIN","A,A+,AA,AAA,R","23-27",14,16,4.584224201488946,166,10,0,0,10,4,,249.1,1109,283,145,127,10,107,6,10,25,0,183,"sa708969"
"Michael Theofanopoulos","MIN","A,A+","22-24",15,8,3.3189370453254496,118,1,0,0,6,5,,200.2,852,172,78,74,10,87,2,9,26,2,235,"sa709017"
"Jake Kalish","KCR","A,A+,AA,AAA,R","23-31",40,40,4.475865597991929,194,80,1,1,7,4,,683.2,2919,715,367,340,93,169,3,38,23,5,624,"sa709032"
"Jordan Smith","DET","A,A-","23-24",9,9,3.531335296686377,48,10,0,0,4,1,,122.1,510,124,54,48,6,33,1,1,6,0,91,"sa709167"
"Chris Huffman","SDP","A,A+,AA,AAA","22-25",31,25,3.891891876459055,103,82,1,0,2,2,,481,2064,504,247,208,41,140,0,23,21,1,333,"sa709509"
"Joe Filomeno","TEX","A,A+,AA","22-25",6,6,3.9554140127388533,106,0,0,0,8,7,,157,681,139,78,69,15,78,4,11,16,0,174,"sa709552"
"Gage Smith","DET","A,A+,AA","24-25",10,3,2.3443114843453725,55,0,0,0,5,3,,111.1,446,102,31,29,3,18,1,6,6,0,68,"sa709581"
"Craig Schlitter","COL","A-,A+,AA,AAA","23-26",15,8,4.537499711513537,97,26,0,0,3,1,,240,1049,241,137,121,26,104,0,6,10,2,227,"sa709582"
"Trent Szkutnik","DET","A,A-,A+,AA,AAA","21-25",21,21,3.649202828614606,172,40,0,0,8,8,,439,1850,437,207,178,35,134,3,15,24,2,364,"sa709586"
"Carson Cross","STL","A-","23-24",8,8,3.0483874718927533,24,23,0,0,0,0,,124,516,119,53,42,4,38,0,6,8,1,80,"sa709597"
"Jose Lopez","CIN","A,A+,AA,AAA,R","21-25",25,37,3.911369217664641,107,100,2,1,0,0,,545.1,2307,521,273,237,53,178,0,27,24,1,522,"sa709715"
"Michael Johnson","LAD","A+,AA,AAA","24-27",17,7,3.66101709481796,175,4,0,0,2,5,,255.2,1092,242,114,104,31,99,2,4,19,1,251,"sa709717"
"Kyle Schepel","SEA","A,A+,AA,AAA","24-26",7,10,2.95051537109012,102,0,0,0,12,4,,161.2,667,107,59,53,12,72,2,12,6,0,192,"sa731235"
"Brandon Sinnery","ARI","A+,AA","25-25",9,7,4.334056255677982,27,27,1,1,0,0,,153.2,647,165,80,74,17,40,0,6,4,1,90,"sa732032"
"Edgar Arredondo","TEX","A,A+,AA,AAA,R","18-24",29,22,3.606642178111239,113,88,0,0,4,1,,451.2,1898,466,207,181,35,103,1,36,22,1,395,"sa732750"
"Daniel Pilar","TBR","R","20-21",11,5,2.7071241195446856,26,24,0,0,0,0,,126.1,508,117,52,38,4,29,0,2,12,1,83,"sa735828"
"Kevin Gadea","SEA","A,AA,AAA,R","20-27",10,8,3.0844373393386273,67,21,1,0,3,1,,201.1,862,174,94,69,15,70,0,18,25,1,242,"sa735841"
"Carlos Indriago","PHI","A-,R","21-22",5,2,1.8173077756307572,28,5,0,0,2,2,,69.1,280,58,14,14,0,21,0,2,7,0,46,"sa735847"
"Adrian Navas","TBR","A,A-,A+,R","19-22",17,17,3.609079540632411,65,51,0,0,1,3,,264.1,1099,229,120,106,26,89,2,18,17,4,251,"sa735851"
"Alexis Rivero","PHI","A,A+,AA,AAA","20-24",19,11,3.677639147058533,180,9,0,0,22,8,,293.2,1228,258,130,120,35,108,4,12,23,1,248,"sa735860"
"Esmeiro Del Valle","DET","R","21-22",4,4,3.980080165188874,40,4,0,0,5,3,,83.2,378,81,49,37,2,35,1,8,23,0,65,"sa735864"
"Anjul Hernandez","SEA","A-,R","19-21",10,8,2.9347825865705395,39,25,0,0,4,0,,168.2,713,146,71,55,8,59,0,16,7,0,148,"sa735868"
"Michael Suarez","SEA","A-,R","20-23",16,10,3.789473926291557,49,28,0,0,5,1,,209,892,226,105,88,8,55,1,8,27,5,229,"sa735869"
"Reiwal Gonzalez","PHI","R","20-21",5,9,3.836842297847261,22,10,0,0,4,1,,63.1,270,70,34,27,1,14,0,5,8,1,54,"sa735871"
"Oswaldo Castillo","DET","A,A-,R","18-21",12,9,3.6505101152704658,65,7,1,0,0,1,,130.2,578,110,62,53,6,64,5,22,16,2,116,"sa735885"
"Jesus Paricaguan","DET","R","19-20",4,4,3.0535714285714284,17,11,0,0,1,1,,56,240,51,31,19,1,15,1,3,8,0,44,"sa735887"
"Moises Ramirez","CHC","R","19-20",6,4,1.9070634133790212,34,0,0,0,3,2,,89.2,380,88,31,19,5,28,1,7,12,1,65,"sa736510"
"Jhoan Quijada","CHW","A,AA,AAA,R","20-23",9,14,4.174855709964164,73,28,0,0,5,1,,230.2,973,232,130,107,18,53,0,10,19,6,165,"sa736624"
"Gerson Moreno","DET","A,A-,A+,AA,AAA,R","19-27",16,23,3.9178853284363284,236,7,0,0,41,19,,296.1,1283,222,145,129,26,169,7,23,48,4,388,"sa736656"
"Michael Santos","SFG","A,A+,AA,R","20-24",14,12,3.9630068532214633,76,35,1,1,3,1,,279.1,1175,296,144,123,16,67,1,13,19,0,217,"sa736667"
"Luis Jimenez","CLE","A,A-,A+,R","20-24",10,23,5.333787604542132,87,34,0,0,1,2,,244.2,1121,261,173,145,27,123,1,31,29,8,202,"sa736701"
"Raffi Vizcaino","SFG","A,A-,A+,AA,AAA,R","19-27",25,26,4.209795990469416,155,56,0,0,12,3,,408.1,1770,370,212,191,31,199,1,22,45,5,437,"sa736742"
"Carlos Belen","SDP","A,A-,AA,AAA,R","22-26",14,12,4.101836015216514,148,1,0,0,8,9,,199.2,874,203,114,91,13,63,5,20,28,4,177,"sa736746"
"Joel Linares","SDP","A-,R","20-20",4,6,4.600896349409535,16,15,0,0,0,0,,74.1,327,68,41,38,7,34,0,3,9,0,68,"sa736750"
"Emmanuel Ramirez","SDP","A,A-,A+,AA,AAA,R","20-27",40,31,4.297475499812567,179,79,0,0,8,8,,607.1,2585,579,337,290,74,203,2,17,65,7,647,"sa736752"
"Victor Done","CHW","R","19-20",2,9,5.441860465116279,33,15,0,0,0,0,,86,398,86,61,52,2,60,0,4,18,1,86,"sa736753"
"Emilio Vargas","ARI","A,A+,AA,AAA,R","18-25",41,40,3.7741938003944915,147,122,1,0,2,1,,682,2871,610,316,286,68,239,0,42,40,14,704,"sa736761"
"Francisco Rios","TOR","A,A-,A+,AA,AAA,R","20-24",14,26,4.197593014226959,90,59,2,0,0,0,,332.1,1433,340,188,155,28,120,2,15,26,3,271,"sa736833"
"Ramses Rosario","BOS","R","19-20",3,3,3.6391302838893442,31,1,0,0,1,4,,76.2,336,79,43,31,2,33,0,9,10,0,56,"sa736857"
"Yeison Medina","STL","A,A-,A+,AA,R","22-25",14,9,3.3828308210651756,103,0,0,0,21,7,,143.2,644,145,70,54,4,63,5,12,12,3,154,"sa736868"
"Gregorix Estevez","NYM","A-,R","21-23",6,6,4.08139533752232,51,2,0,0,6,5,,86,391,80,52,39,6,46,1,8,11,0,82,"sa736873"
"Dedgar Jimenez","BOS","A,A+,AA,AAA","19-23",47,35,4.281508310862407,132,113,5,1,10,0,,645.1,2785,691,345,307,47,205,1,34,26,1,480,"sa736925"
"Adolfi Telleria","CIN","R","21-22",8,4,2.1533741323377864,28,6,0,0,3,1,,108.2,450,113,40,26,4,13,1,8,8,0,76,"sa736947"
"Julio Pinto","KCR","A,A+,AA,AAA,R","19-26",22,26,6.266545795061186,207,41,0,0,18,13,,367.2,1773,406,296,256,43,246,3,54,48,12,368,"sa736965"
"Werner Leal","TEX","A,A-,A+,AAA,R","19-23",16,14,3.750983063377851,76,36,0,0,4,2,,254.1,1090,259,125,106,8,66,0,17,18,1,250,"sa737001"
"Miguel Urena","LAD","A,AA,AAA,R","20-22",11,4,3.866666612036435,56,9,0,0,11,1,,135,602,142,73,58,7,47,1,11,11,7,101,"sa737019"
"Adonis De La Cruz","SEA","A,A-,R","20-24",13,6,3.2323944245396197,87,4,0,0,9,3,,189.1,807,166,92,68,10,64,1,21,19,3,182,"sa737023"
